nav_id,amfi_code,date,nav
134,100016,2022-05-16,497.1556
135,100016,2022-05-17,510.4206
136,100016,2022-05-18,506.2251
137,100016,2022-05-19,502.3871
138,100016,2022-05-20,500.1462
139,100016,2022-05-21,500.1462
140,100016,2022-05-22,500.1462
141,100016,2022-05-23,501.4785
142,100016,2022-05-24,499.6609
143,100016,2022-05-25,502.6257
144,100016,2022-05-26,498.5637
145,100016,2022-05-27,492.78
146,100016,2022-05-28,492.78
147,100016,2022-05-29,492.78
148,100016,2022-05-30,485.277
149,100016,2022-05-31,476.0989
150,100016,2022-06-01,474.1732
151,100016,2022-06-02,473.1602
152,100016,2022-06-03,470.7754
153,100016,2022-06-04,470.7754
154,100016,2022-06-05,470.7754
155,100016,2022-06-06,476.2119
156,100016,2022-06-07,481.6458
157,100016,2022-06-08,480.4735
158,100016,2022-06-09,473.1759
159,100016,2022-06-10,471.0598
160,100016,2022-06-11,471.0598
161,100016,2022-06-12,471.0598
162,100016,2022-06-13,468.8163
163,100016,2022-06-14,466.3477
164,100016,2022-06-15,463.7261
165,100016,2022-06-16,461.2993
166,100016,2022-06-17,459.9666
167,100016,2022-06-18,459.9666
168,100016,2022-06-19,459.9666
169,100016,2022-06-20,457.6317
170,100016,2022-06-21,458.7099
171,100016,2022-06-22,460.4075
172,100016,2022-06-23,456.9604
173,100016,2022-06-24,462.3501
174,100016,2022-06-25,462.3501
175,100016,2022-06-26,462.3501
176,100016,2022-06-27,458.6076
177,100016,2022-06-28,452.344
178,100016,2022-06-29,454.0998
179,100016,2022-06-30,451.0707
180,100016,2022-07-01,452.584
181,100016,2022-07-02,452.584
182,100016,2022-07-03,452.584
183,100016,2022-07-04,443.3196
184,100016,2022-07-05,449.0289
185,100016,2022-07-06,451.9322
186,100016,2022-07-07,446.2213
187,100016,2022-07-08,440.6669
188,100016,2022-07-09,440.6669
189,100016,2022-07-10,440.6669
190,100016,2022-07-11,447.4448
191,100016,2022-07-12,444.7739
192,100016,2022-07-13,441.7416
193,100016,2022-07-14,433.2246
194,100016,2022-07-15,432.1093
195,100016,2022-07-16,432.1093
196,100016,2022-07-17,432.1093
197,100016,2022-07-18,431.4649
198,100016,2022-07-19,434.4201
199,100016,2022-07-20,429.3142
200,100016,2022-07-21,423.8151
201,100016,2022-07-22,425.7236
202,100016,2022-07-23,425.7236
203,100016,2022-07-24,425.7236
204,100016,2022-07-25,429.7419
205,100016,2022-07-26,424.047
206,100016,2022-07-27,428.3319
207,100016,2022-07-28,428.6948
208,100016,2022-07-29,433.0659
209,100016,2022-07-30,433.0659
210,100016,2022-07-31,433.0659
211,100016,2022-08-01,433.0211
212,100016,2022-08-02,423.7137
213,100016,2022-08-03,423.3646
214,100016,2022-08-04,427.5619
215,100016,2022-08-05,424.424
216,100016,2022-08-06,424.424
217,100016,2022-08-07,424.424
218,100016,2022-08-08,423.1925
219,100016,2022-08-09,422.7537
220,100016,2022-08-10,412.293
221,100016,2022-08-11,418.6311
222,100016,2022-08-12,415.5307
223,100016,2022-08-13,415.5307
224,100016,2022-08-14,415.5307
225,100016,2022-08-15,417.6036
226,100016,2022-08-16,417.4997
227,100016,2022-08-17,422.3739
228,100016,2022-08-18,424.1079
229,100016,2022-08-19,423.4485
230,100016,2022-08-20,423.4485
231,100016,2022-08-21,423.4485
232,100016,2022-08-22,420.3416
233,100016,2022-08-23,423.5281
234,100016,2022-08-24,416.803
235,100016,2022-08-25,419.4003
236,100016,2022-08-26,415.5691
237,100016,2022-08-27,415.5691
238,100016,2022-08-28,415.5691
239,100016,2022-08-29,420.401
240,100016,2022-08-30,421.2166
241,100016,2022-08-31,423.8348
242,100016,2022-09-01,424.3603
243,100016,2022-09-02,418.068
244,100016,2022-09-03,418.068
245,100016,2022-09-04,418.068
246,100016,2022-09-05,415.1206
247,100016,2022-09-06,417.805
248,100016,2022-09-07,418.6355
249,100016,2022-09-08,423.2368
250,100016,2022-09-09,424.9639
251,100016,2022-09-10,424.9639
252,100016,2022-09-11,424.9639
253,100016,2022-09-12,421.5737
254,100016,2022-09-13,418.8403
255,100016,2022-09-14,419.437
256,100016,2022-09-15,411.1759
257,100016,2022-09-16,417.5046
258,100016,2022-09-17,417.5046
259,100016,2022-09-18,417.5046
260,100016,2022-09-19,419.3505
261,100016,2022-09-20,424.1319
262,100016,2022-09-21,418.4765
263,100016,2022-09-22,423.3133
264,100016,2022-09-23,431.9494
265,100016,2022-09-24,431.9494
266,100016,2022-09-25,431.9494
267,100016,2022-09-26,427.1671
268,100016,2022-09-27,430.305
269,100016,2022-09-28,430.5313
270,100016,2022-09-29,424.9261
271,100016,2022-09-30,426.9974
272,100016,2022-10-01,426.9974
273,100016,2022-10-02,426.9974
274,100016,2022-10-03,430.3701
275,100016,2022-10-04,428.3154
276,100016,2022-10-05,432.9656
277,100016,2022-10-06,426.8679
278,100016,2022-10-07,421.495
279,100016,2022-10-08,421.495
280,100016,2022-10-09,421.495
281,100016,2022-10-10,422.2208
282,100016,2022-10-11,422.5333
283,100016,2022-10-12,420.0881
284,100016,2022-10-13,423.3166
285,100016,2022-10-14,425.5227
286,100016,2022-10-15,425.5227
287,100016,2022-10-16,425.5227
288,100016,2022-10-17,428.9765
289,100016,2022-10-18,428.7321
290,100016,2022-10-19,431.2389
291,100016,2022-10-20,429.769
292,100016,2022-10-21,437.8501
293,100016,2022-10-22,437.8501
294,100016,2022-10-23,437.8501
295,100016,2022-10-24,434.9481
296,100016,2022-10-25,443.3278
297,100016,2022-10-26,443.6931
298,100016,2022-10-27,438.5694
299,100016,2022-10-28,444.122
300,100016,2022-10-29,444.122
301,100016,2022-10-30,444.122
302,100016,2022-10-31,444.8448
303,100016,2022-11-01,448.4277
304,100016,2022-11-02,453.5279
305,100016,2022-11-03,455.1164
306,100016,2022-11-04,452.9791
307,100016,2022-11-05,452.9791
308,100016,2022-11-06,452.9791
309,100016,2022-11-07,457.1295
310,100016,2022-11-08,457.3685
311,100016,2022-11-09,460.3808
312,100016,2022-11-10,451.9519
313,100016,2022-11-11,453.9711
314,100016,2022-11-12,453.9711
315,100016,2022-11-13,453.9711
316,100016,2022-11-14,451.6546
317,100016,2022-11-15,458.5248
318,100016,2022-11-16,461.2893
319,100016,2022-11-17,462.5046
320,100016,2022-11-18,464.7322
321,100016,2022-11-19,464.7322
322,100016,2022-11-20,464.7322
323,100016,2022-11-21,460.8957
324,100016,2022-11-22,467.7825
325,100016,2022-11-23,476.316
326,100016,2022-11-24,478.216
327,100016,2022-11-25,485.221
328,100016,2022-11-26,485.221
329,100016,2022-11-27,485.221
330,100016,2022-11-28,483.0407
331,100016,2022-11-29,479.9044
332,100016,2022-11-30,480.3253
333,100016,2022-12-01,482.4201
334,100016,2022-12-02,480.9949
335,100016,2022-12-03,480.9949
336,100016,2022-12-04,480.9949
337,100016,2022-12-05,483.5309
338,100016,2022-12-06,485.0894
339,100016,2022-12-07,481.0854
340,100016,2022-12-08,483.5409
341,100016,2022-12-09,487.4889
342,100016,2022-12-10,487.4889
343,100016,2022-12-11,487.4889
344,100016,2022-12-12,488.4785
345,100016,2022-12-13,493.7241
346,100016,2022-12-14,488.7036
347,100016,2022-12-15,490.9778
348,100016,2022-12-16,486.1873
349,100016,2022-12-17,486.1873
350,100016,2022-12-18,486.1873
351,100016,2022-12-19,481.6822
352,100016,2022-12-20,479.2566
353,100016,2022-12-21,475.5366
354,100016,2022-12-22,473.4881
355,100016,2022-12-23,472.8386
356,100016,2022-12-24,472.8386
357,100016,2022-12-25,472.8386
358,100016,2022-12-26,476.5883
359,100016,2022-12-27,475.4855
360,100016,2022-12-28,469.1246
361,100016,2022-12-29,474.1097
362,100016,2022-12-30,470.8654
363,100016,2022-12-31,470.8654
364,100016,2023-01-01,470.8654
365,100016,2023-01-02,470.8644
366,100016,2023-01-03,472.9663
367,100016,2023-01-04,474.0441
368,100016,2023-01-05,478.8877
369,100016,2023-01-06,481.1631
370,100016,2023-01-07,481.1631
371,100016,2023-01-08,481.1631
372,100016,2023-01-09,477.7684
373,100016,2023-01-10,487.2879
374,100016,2023-01-11,488.3757
375,100016,2023-01-12,487.9931
376,100016,2023-01-13,492.4132
377,100016,2023-01-14,492.4132
378,100016,2023-01-15,492.4132
379,100016,2023-01-16,493.7523
380,100016,2023-01-17,495.7495
381,100016,2023-01-18,507.0277
382,100016,2023-01-19,506.06
383,100016,2023-01-20,504.9042
384,100016,2023-01-21,504.9042
385,100016,2023-01-22,504.9042
386,100016,2023-01-23,505.6844
387,100016,2023-01-24,510.7491
388,100016,2023-01-25,504.268
389,100016,2023-01-26,495.8578
390,100016,2023-01-27,493.5515
391,100016,2023-01-28,493.5515
392,100016,2023-01-29,493.5515
393,100016,2023-01-30,486.7415
394,100016,2023-01-31,485.1715
395,100016,2023-02-01,487.5779
396,100016,2023-02-02,484.0122
397,100016,2023-02-03,478.2065
398,100016,2023-02-04,478.2065
399,100016,2023-02-05,478.2065
400,100016,2023-02-06,478.7459
401,100016,2023-02-07,482.6505
402,100016,2023-02-08,475.7347
403,100016,2023-02-09,479.4358
404,100016,2023-02-10,483.1532
405,100016,2023-02-11,483.1532
406,100016,2023-02-12,483.1532
407,100016,2023-02-13,487.4872
408,100016,2023-02-14,493.0082
409,100016,2023-02-15,502.9354
410,100016,2023-02-16,501.6171
411,100016,2023-02-17,502.3612
412,100016,2023-02-18,502.3612
413,100016,2023-02-19,502.3612
414,100016,2023-02-20,500.7778
415,100016,2023-02-21,501.045
416,100016,2023-02-22,508.1265
417,100016,2023-02-23,502.3938
418,100016,2023-02-24,498.8505
419,100016,2023-02-25,498.8505
420,100016,2023-02-26,498.8505
421,100016,2023-02-27,505.2068
422,100016,2023-02-28,510.0352
423,100016,2023-03-01,508.6667
424,100016,2023-03-02,512.7785
425,100016,2023-03-03,514.5893
426,100016,2023-03-04,514.5893
427,100016,2023-03-05,514.5893
428,100016,2023-03-06,521.7123
429,100016,2023-03-07,522.3246
430,100016,2023-03-08,527.3425
431,100016,2023-03-09,540.0526
432,100016,2023-03-10,543.1889
433,100016,2023-03-11,543.1889
434,100016,2023-03-12,543.1889
435,100016,2023-03-13,543.7057
436,100016,2023-03-14,547.4632
437,100016,2023-03-15,545.984
438,100016,2023-03-16,557.892
439,100016,2023-03-17,559.067
440,100016,2023-03-18,559.067
441,100016,2023-03-19,559.067
442,100016,2023-03-20,558.0108
443,100016,2023-03-21,554.1991
444,100016,2023-03-22,559.8766
445,100016,2023-03-23,564.466
446,100016,2023-03-24,562.2856
447,100016,2023-03-25,562.2856
448,100016,2023-03-26,562.2856
449,100016,2023-03-27,565.443
450,100016,2023-03-28,558.258
451,100016,2023-03-29,559.4579
452,100016,2023-03-30,561.9861
453,100016,2023-03-31,570.8065
454,100016,2023-04-01,570.8065
455,100016,2023-04-02,570.8065
456,100016,2023-04-03,567.2319
457,100016,2023-04-04,561.1622
458,100016,2023-04-05,557.0355
459,100016,2023-04-06,550.7921
460,100016,2023-04-07,557.6109
461,100016,2023-04-08,557.6109
462,100016,2023-04-09,557.6109
463,100016,2023-04-10,565.5706
464,100016,2023-04-11,567.4627
465,100016,2023-04-12,573.9037
466,100016,2023-04-13,574.8786
467,100016,2023-04-14,574.693
468,100016,2023-04-15,574.693
469,100016,2023-04-16,574.693
470,100016,2023-04-17,573.3032
471,100016,2023-04-18,572.031
472,100016,2023-04-19,564.5669
473,100016,2023-04-20,566.1761
474,100016,2023-04-21,566.2668
475,100016,2023-04-22,566.2668
476,100016,2023-04-23,566.2668
477,100016,2023-04-24,570.2955
478,100016,2023-04-25,571.0606
479,100016,2023-04-26,570.536
480,100016,2023-04-27,566.4614
481,100016,2023-04-28,567.1145
482,100016,2023-04-29,567.1145
483,100016,2023-04-30,567.1145
484,100016,2023-05-01,571.1134
485,100016,2023-05-02,565.6753
486,100016,2023-05-03,566.404
487,100016,2023-05-04,567.8622
488,100016,2023-05-05,564.5686
489,100016,2023-05-06,564.5686
490,100016,2023-05-07,564.5686
491,100016,2023-05-08,561.939
492,100016,2023-05-09,563.3736
493,100016,2023-05-10,558.0581
494,100016,2023-05-11,560.0718
495,100016,2023-05-12,555.9534
496,100016,2023-05-13,555.9534
497,100016,2023-05-14,555.9534
498,100016,2023-05-15,561.4787
499,100016,2023-05-16,573.4711
500,100016,2023-05-17,569.4279
501,100016,2023-05-18,572.4122
502,100016,2023-05-19,569.0487
503,100016,2023-05-20,569.0487
504,100016,2023-05-21,569.0487
505,100016,2023-05-22,574.5931
506,100016,2023-05-23,568.5103
507,100016,2023-05-24,571.2196
508,100016,2023-05-25,567.1312
509,100016,2023-05-26,566.3889
510,100016,2023-05-27,566.3889
511,100016,2023-05-28,566.3889
512,100016,2023-05-29,561.5519
513,100016,2023-05-30,565.9312
514,100016,2023-05-31,562.059
515,100016,2023-06-01,565.0931
516,100016,2023-06-02,563.6716
517,100016,2023-06-03,563.6716
518,100016,2023-06-04,563.6716
519,100016,2023-06-05,563.3934
520,100016,2023-06-06,564.4191
521,100016,2023-06-07,560.929
522,100016,2023-06-08,562.2606
523,100016,2023-06-09,570.1945
524,100016,2023-06-10,570.1945
525,100016,2023-06-11,570.1945
526,100016,2023-06-12,566.5874
527,100016,2023-06-13,572.7685
528,100016,2023-06-14,580.6856
529,100016,2023-06-15,576.8184
530,100016,2023-06-16,569.7576
531,100016,2023-06-17,569.7576
532,100016,2023-06-18,569.7576
533,100016,2023-06-19,571.5717
534,100016,2023-06-20,569.1125
535,100016,2023-06-21,578.8674
536,100016,2023-06-22,579.3439
537,100016,2023-06-23,575.5565
538,100016,2023-06-24,575.5565
539,100016,2023-06-25,575.5565
540,100016,2023-06-26,570.057
541,100016,2023-06-27,575.8598
542,100016,2023-06-28,573.262
543,100016,2023-06-29,573.7795
544,100016,2023-06-30,578.9351
545,100016,2023-07-01,578.9351
546,100016,2023-07-02,578.9351
547,100016,2023-07-03,576.7654
548,100016,2023-07-04,576.8293
549,100016,2023-07-05,577.0426
550,100016,2023-07-06,580.8301
551,100016,2023-07-07,584.1654
552,100016,2023-07-08,584.1654
553,100016,2023-07-09,584.1654
554,100016,2023-07-10,583.3333
555,100016,2023-07-11,583.962
556,100016,2023-07-12,582.3508
557,100016,2023-07-13,575.1079
558,100016,2023-07-14,576.7133
559,100016,2023-07-15,576.7133
560,100016,2023-07-16,576.7133
561,100016,2023-07-17,586.7206
562,100016,2023-07-18,582.4661
563,100016,2023-07-19,578.8072
564,100016,2023-07-20,574.6758
565,100016,2023-07-21,578.6584
566,100016,2023-07-22,578.6584
567,100016,2023-07-23,578.6584
568,100016,2023-07-24,581.2514
569,100016,2023-07-25,580.7388
570,100016,2023-07-26,576.3533
571,100016,2023-07-27,577.1207
572,100016,2023-07-28,569.5056
573,100016,2023-07-29,569.5056
574,100016,2023-07-30,569.5056
575,100016,2023-07-31,570.5207
576,100016,2023-08-01,575.2193
577,100016,2023-08-02,569.2005
578,100016,2023-08-03,561.849
579,100016,2023-08-04,570.0239
580,100016,2023-08-05,570.0239
581,100016,2023-08-06,570.0239
582,100016,2023-08-07,567.2493
583,100016,2023-08-08,573.2563
584,100016,2023-08-09,572.7737
585,100016,2023-08-10,572.2513
586,100016,2023-08-11,574.7646
587,100016,2023-08-12,574.7646
588,100016,2023-08-13,574.7646
589,100016,2023-08-14,570.5953
590,100016,2023-08-15,571.5572
591,100016,2023-08-16,569.9315
592,100016,2023-08-17,563.6234
593,100016,2023-08-18,565.5951
594,100016,2023-08-19,565.5951
595,100016,2023-08-20,565.5951
596,100016,2023-08-21,564.5744
597,100016,2023-08-22,564.0841
598,100016,2023-08-23,558.3838
599,100016,2023-08-24,566.5681
600,100016,2023-08-25,571.2603
601,100016,2023-08-26,571.2603
602,100016,2023-08-27,571.2603
603,100016,2023-08-28,576.4358
604,100016,2023-08-29,575.1817
605,100016,2023-08-30,566.7691
606,100016,2023-08-31,576.9127
607,100016,2023-09-01,576.8994
608,100016,2023-09-02,576.8994
609,100016,2023-09-03,576.8994
610,100016,2023-09-04,573.398
611,100016,2023-09-05,575.8066
612,100016,2023-09-06,582.0642
613,100016,2023-09-07,582.2461
614,100016,2023-09-08,589.1525
615,100016,2023-09-09,589.1525
616,100016,2023-09-10,589.1525
617,100016,2023-09-11,595.1135
618,100016,2023-09-12,589.7951
619,100016,2023-09-13,586.6033
620,100016,2023-09-14,591.8832
621,100016,2023-09-15,578.1898
622,100016,2023-09-16,578.1898
623,100016,2023-09-17,578.1898
624,100016,2023-09-18,577.7262
625,100016,2023-09-19,570.7762
626,100016,2023-09-20,568.6757
627,100016,2023-09-21,567.4716
628,100016,2023-09-22,565.9735
629,100016,2023-09-23,565.9735
630,100016,2023-09-24,565.9735
631,100016,2023-09-25,563.5143
632,100016,2023-09-26,558.376
633,100016,2023-09-27,570.0712
634,100016,2023-09-28,579.8367
635,100016,2023-09-29,574.2208
636,100016,2023-09-30,574.2208
637,100016,2023-10-01,574.2208
638,100016,2023-10-02,582.5895
639,100016,2023-10-03,580.8402
640,100016,2023-10-04,581.8024
641,100016,2023-10-05,581.7779
642,100016,2023-10-06,578.7012
643,100016,2023-10-07,578.7012
644,100016,2023-10-08,578.7012
645,100016,2023-10-09,584.0455
646,100016,2023-10-10,584.996
647,100016,2023-10-11,582.8431
648,100016,2023-10-12,576.473
649,100016,2023-10-13,572.2429
650,100016,2023-10-14,572.2429
651,100016,2023-10-15,572.2429
652,100016,2023-10-16,564.3101
653,100016,2023-10-17,564.6621
654,100016,2023-10-18,559.0226
655,100016,2023-10-19,558.0026
656,100016,2023-10-20,565.0774
657,100016,2023-10-21,565.0774
658,100016,2023-10-22,565.0774
659,100016,2023-10-23,571.3805
660,100016,2023-10-24,571.5127
661,100016,2023-10-25,571.3686
662,100016,2023-10-26,581.22
663,100016,2023-10-27,584.1967
664,100016,2023-10-28,584.1967
665,100016,2023-10-29,584.1967
666,100016,2023-10-30,582.8108
667,100016,2023-10-31,575.8241
668,100016,2023-11-01,578.126
669,100016,2023-11-02,582.6704
670,100016,2023-11-03,579.7325
671,100016,2023-11-04,579.7325
672,100016,2023-11-05,579.7325
673,100016,2023-11-06,581.5232
674,100016,2023-11-07,579.9607
675,100016,2023-11-08,579.3189
676,100016,2023-11-09,567.0393
677,100016,2023-11-10,566.2233
678,100016,2023-11-11,566.2233
679,100016,2023-11-12,566.2233
680,100016,2023-11-13,571.3794
681,100016,2023-11-14,568.4997
682,100016,2023-11-15,569.0566
683,100016,2023-11-16,565.5671
684,100016,2023-11-17,567.6605
685,100016,2023-11-18,567.6605
686,100016,2023-11-19,567.6605
687,100016,2023-11-20,566.87
688,100016,2023-11-21,562.4839
689,100016,2023-11-22,569.4269
690,100016,2023-11-23,574.4072
691,100016,2023-11-24,571.6459
692,100016,2023-11-25,571.6459
693,100016,2023-11-26,571.6459
694,100016,2023-11-27,574.4572
695,100016,2023-11-28,577.4842
696,100016,2023-11-29,581.0643
697,100016,2023-11-30,572.7421
698,100016,2023-12-01,578.1473
699,100016,2023-12-02,578.1473
700,100016,2023-12-03,578.1473
701,100016,2023-12-04,575.5467
702,100016,2023-12-05,574.0293
703,100016,2023-12-06,587.8432
704,100016,2023-12-07,589.7144
705,100016,2023-12-08,588.0119
706,100016,2023-12-09,588.0119
707,100016,2023-12-10,588.0119
708,100016,2023-12-11,576.9838
709,100016,2023-12-12,584.4006
710,100016,2023-12-13,577.8064
711,100016,2023-12-14,573.0112
712,100016,2023-12-15,571.634
713,100016,2023-12-16,571.634
714,100016,2023-12-17,571.634
715,100016,2023-12-18,579.1181
716,100016,2023-12-19,583.3816
717,100016,2023-12-20,582.8708
718,100016,2023-12-21,584.7593
719,100016,2023-12-22,581.9713
720,100016,2023-12-23,581.9713
721,100016,2023-12-24,581.9713
722,100016,2023-12-25,582.9892
723,100016,2023-12-26,583.6674
724,100016,2023-12-27,588.9793
725,100016,2023-12-28,594.3311
726,100016,2023-12-29,597.2339
727,100016,2023-12-30,597.2339
728,100016,2023-12-31,597.2339
729,100016,2024-01-01,595.6357
730,100016,2024-01-02,599.8546
731,100016,2024-01-03,599.6775
732,100016,2024-01-04,594.2894
733,100016,2024-01-05,592.485
734,100016,2024-01-06,592.485
735,100016,2024-01-07,592.485
736,100016,2024-01-08,593.2328
737,100016,2024-01-09,598.3226
738,100016,2024-01-10,597.6632
739,100016,2024-01-11,591.6287
740,100016,2024-01-12,592.2302
741,100016,2024-01-13,592.2302
742,100016,2024-01-14,592.2302
743,100016,2024-01-15,593.129
744,100016,2024-01-16,594.4085
745,100016,2024-01-17,599.5594
746,100016,2024-01-18,605.2836
747,100016,2024-01-19,602.4306
748,100016,2024-01-20,602.4306
749,100016,2024-01-21,602.4306
750,100016,2024-01-22,599.4751
751,100016,2024-01-23,594.3074
752,100016,2024-01-24,598.2899
753,100016,2024-01-25,606.2963
754,100016,2024-01-26,604.9258
755,100016,2024-01-27,604.9258
756,100016,2024-01-28,604.9258
757,100016,2024-01-29,603.9507
758,100016,2024-01-30,612.1297
759,100016,2024-01-31,615.1823
760,100016,2024-02-01,617.8723
761,100016,2024-02-02,611.7323
762,100016,2024-02-03,611.7323
763,100016,2024-02-04,611.7323
764,100016,2024-02-05,615.7225
765,100016,2024-02-06,611.0129
766,100016,2024-02-07,605.2447
767,100016,2024-02-08,603.7079
768,100016,2024-02-09,600.907
769,100016,2024-02-10,600.907
770,100016,2024-02-11,600.907
771,100016,2024-02-12,600.0432
772,100016,2024-02-13,592.7717
773,100016,2024-02-14,598.1139
774,100016,2024-02-15,604.4037
775,100016,2024-02-16,594.4189
776,100016,2024-02-17,594.4189
777,100016,2024-02-18,594.4189
778,100016,2024-02-19,599.8798
779,100016,2024-02-20,595.9144
780,100016,2024-02-21,600.7451
781,100016,2024-02-22,600.6923
782,100016,2024-02-23,601.1548
783,100016,2024-02-24,601.1548
784,100016,2024-02-25,601.1548
785,100016,2024-02-26,600.484
786,100016,2024-02-27,607.2508
787,100016,2024-02-28,600.9583
788,100016,2024-02-29,604.5003
789,100016,2024-03-01,610.7152
790,100016,2024-03-02,610.7152
791,100016,2024-03-03,610.7152
792,100016,2024-03-04,614.9028
793,100016,2024-03-05,627.9635
794,100016,2024-03-06,625.3634
795,100016,2024-03-07,630.9909
796,100016,2024-03-08,630.7261
797,100016,2024-03-09,630.7261
798,100016,2024-03-10,630.7261
799,100016,2024-03-11,637.9534
800,100016,2024-03-12,638.2393
801,100016,2024-03-13,636.388
802,100016,2024-03-14,644.0928
803,100016,2024-03-15,641.6375
804,100016,2024-03-16,641.6375
805,100016,2024-03-17,641.6375
806,100016,2024-03-18,634.0199
807,100016,2024-03-19,631.4621
808,100016,2024-03-20,635.2466
809,100016,2024-03-21,643.4252
810,100016,2024-03-22,644.3884
811,100016,2024-03-23,644.3884
812,100016,2024-03-24,644.3884
813,100016,2024-03-25,652.2598
814,100016,2024-03-26,644.8262
815,100016,2024-03-27,642.6418
816,100016,2024-03-28,641.3391
817,100016,2024-03-29,641.0221
818,100016,2024-03-30,641.0221
819,100016,2024-03-31,641.0221
820,100016,2024-04-01,641.8287
821,100016,2024-04-02,646.0847
822,100016,2024-04-03,643.8872
823,100016,2024-04-04,645.0099
824,100016,2024-04-05,645.0859
825,100016,2024-04-06,645.0859
826,100016,2024-04-07,645.0859
827,100016,2024-04-08,640.17
